index, matrix_size, precision, error, time, A, b, x, iterations, min_val, max_val
0, 5, 0.1, 1.44553e-08, 4211559, {{316969238407046336.000000,-523519059.887189,892968380.449484,68979514.490793,-762369419.298292},{117998143.939819,-563097327640219200.000000,-652440816.962154,999109597.819843,-16606591.914019},{516184907.043322,-527402297.183542,-137850788814012176.000000,-582372725.224524,22826808.319285},{-315453273.273520,-345447950.629772,509761851.613085,915103173678147968.000000,-868561766.516015},{987745156.697659,-816938941.464752,-574904875.866993,-558625593.718465,-536910663166633344.000000}}, {{-336127325.424818},{467622464.130188},{-814204615.616515},{46996388.431276},{-188969415.053578}}, {{-0.000000},{-0.000000},{0.000000},{0.000000},{0.000000}}, 3, -1e+09, 1e+09, 
1, 5, 0.1, 1.00561e-09, 3556447, {{508692569108981824.000000,300918272.870808,-412734359.478852,557453114.184136,-563900283.337975},{-358875483.842699,-453898700050921344.000000,-467125933.655319,506562348.167783,-180766979.908452},{-589632565.357258,390049149.522552,-701021946841519360.000000,-925475288.618818,105742451.630124},{696863622.180933,-748073112.536108,-809779296.522110,720148072747968384.000000,-843907647.576094},{933879362.905283,179092970.246864,931761737.492496,-212945344.836776,-840514671424081024.000000}}, {{-323199402.580122},{-689199807.399395},{-962655031.980834},{99943776.663521},{839090872.985384}}, {{-0.000000},{0.000000},{0.000000},{0.000000},{-0.000000}}, 3, -1e+09, 1e+09, 
2, 5, 0.1, 3.44153e-09, 2664447, {{-602324241426804992.000000,-270410833.849842,639248066.358885,849815103.335138,515324687.220648},{-943849013.887534,774302452944656640.000000,-699046641.636799,-343261000.972206,-801679320.828199},{254952181.354112,938799527.486569,-380025332792752384.000000,308939272.962059,-838173390.240872},{986333101.628970,-56147838.492721,667357492.106159,231159678193718432.000000,293145595.710653},{570183099.524762,439116314.178721,-115569646.971335,-957710071.123267,8778332596100450.000000}}, {{774253119.122326},{647841598.539131},{-711977629.483404},{-64629661.023351},{-545982969.516168}}, {{-0.000000},{0.000000},{0.000000},{-0.000000},{-0.000000}}, 3, -1e+09, 1e+09, 
3, 5, 0.1, 4.81371e-08, 2719558, {{-9747932022497892.000000,498974790.528495,428450696.031381,-773666264.195019,-544207805.823934},{434958758.637705,-617739968956285696.000000,397106701.026918,-128625785.426571,207421179.285592},{-996198809.753209,-767098053.802248,-592311213057398144.000000,-678473897.438067,255722909.670852},{381437869.553623,243457928.637322,-623722572.851852,-793700462181239296.000000,512682343.407248},{-282066625.292514,355311144.655325,832191519.104684,36848027.632395,-549310505380797952.000000}}, {{798306242.314722},{-680167289.053406},{407609910.151712},{-599136481.857112},{41188281.070380}}, {{-0.000000},{0.000000},{-0.000000},{0.000000},{-0.000000}}, 3, -1e+09, 1e+09, 
4, 5, 0.1, 8.32333e-09, 3704003, {{393484593105459712.000000,-588056133.777449,-414506315.992876,493251649.595599,63281218.732606},{236308960.826637,186190156784310336.000000,83537834.589738,-818796837.741587,-950900531.336563},{-737053290.702667,16072936.965507,320712174471405952.000000,-356362296.629479,-311351165.490063},{997716961.031837,-418191902.252867,-440028464.908453,-679940559486252288.000000,642021104.747986},{-225046396.971694,-718742170.767082,-362432473.647958,11726121.948676,80179658479979984.000000}}, {{-654074885.309654},{778113025.863016},{278222707.781227},{-991865796.491410},{-923907111.075207}}, {{-0.000000},{0.000000},{0.000000},{0.000000},{-0.000000}}, 3, -1e+09, 1e+09, 
5, 5, 0.1, 1.1186e-08, 4032003, {{-68322191087443944.000000,875729534.996716,-971224288.764189,-690469527.879036,856969806.798213},{727547300.219851,370019980934558848.000000,-155566035.536327,-451601469.472835,-189440573.771303},{-557641031.255725,-971576443.098126,458532641009342464.000000,163224298.720072,-336405554.892774},{-829373367.571373,919554661.306468,-61913481.703055,691868745368495488.000000,-383398528.080784},{-95268802.245144,-415293457.889035,30970873.963450,155036897.794988,456482130278628608.000000}}, {{-811464734.440340},{227414917.447128},{-624091948.301642},{302931246.081319},{-151002654.147801}}, {{0.000000},{0.000000},{-0.000000},{0.000000},{-0.000000}}, 3, -1e+09, 1e+09, 
6, 5, 0.1, 9.30994e-10, 4223559, {{-715951724583751680.000000,449619050.235957,-921141545.998188,-980770306.629487,897400343.369335},{-567117152.780851,-454003345545282752.000000,-556397464.553515,592898912.054009,325251992.456068},{592984887.644234,-17947834.767281,-628771692450419712.000000,783211573.696181,-901780867.149632},{271790326.681457,-165089374.456777,824527998.613796,-670591661375157504.000000,-203681929.490323},{833357104.521235,929191638.681315,183888947.358644,-876195104.633098,112878991940401312.000000}}, {{-864783611.418863},{284593507.117779},{710458931.905264},{418561612.446891},{153506496.418710}}, {{0.000000},{-0.000000},{-0.000000},{-0.000000},{0.000000}}, 3, -1e+09, 1e+09, 
7, 5, 0.1, 1.73141e-09, 4297782, {{819916560567270528.000000,-706833151.157586,247791127.567885,140093492.596253,-64880997.142732},{947949232.843307,-617021698949331456.000000,-781896694.709114,388272893.220412,-810848024.351094},{89414089.452323,335163937.007031,-32714177334902884.000000,23672920.182877,-568961093.615374},{-516376172.134412,-816124582.491966,12087677.815285,261106178369450816.000000,32450009.482310},{-756402384.030185,485992692.082855,-617272914.562419,-748808165.322001,-421875133888990272.000000}}, {{905340989.004459},{-988430295.977352},{699385749.531674},{814895949.971888},{356183497.349209}}, {{0.000000},{0.000000},{-0.000000},{0.000000},{-0.000000}}, 3, -1e+09, 1e+09, 
8, 5, 0.1, 3.04504e-10, 3691559, {{-433890578453143104.000000,-273102126.040896,-713955445.030996,-33507822.407725,105129501.444425},{270278832.070342,627664580036144512.000000,611165015.725401,-150948033.626494,-784276643.852385},{-866746251.798302,440283751.579042,-279306553678417568.000000,96664013.549034,-302069684.873950},{-354576549.683627,519992302.015343,-464998999.608582,281679766754275072.000000,534607606.461282},{-588594727.018266,540130403.362153,-820301468.513410,486834005.127688,-273883332880989792.000000}}, {{655645631.187287},{-956949323.147667},{-218328878.020242},{-490488663.435798},{401503129.944319}}, {{-0.000000},{-0.000000},{0.000000},{-0.000000},{-0.000000}}, 3, -1e+09, 1e+09, 
9, 5, 0.1, 3.79863e-10, 3444892, {{979507245133487488.000000,-183508695.959831,-319240889.775854,615164160.276025,-798441339.565823},{-559076193.955603,418286006343357568.000000,-221582090.690488,686552755.052422,-429826199.086083},{271500437.207403,864427978.237075,221936854741705888.000000,-163548654.887645,-327380784.828911},{299750652.321710,-290500174.140867,-178466263.447587,-690889110509133440.000000,882171512.135306},{811425542.295989,42140313.318095,-943523747.097626,102248256.697428,-420959718705133056.000000}}, {{259272471.865500},{533621663.139714},{-410420250.190178},{372015876.141884},{-710035600.414915}}, {{0.000000},{0.000000},{-0.000000},{-0.000000},{0.000000}}, 3, -1e+09, 1e+09, 
10, 5, 0.1, 8.33698e-07, 2573335, {{-578517729159633920.000000,300364204.576016,679230362.211735,944800965.564012,146279697.582421},{713936069.704462,522874411295837184.000000,326190661.418196,-699818032.561700,-498964946.912709},{548722846.480346,779783093.690445,-820731290338049408.000000,155054294.070688,910251892.996614},{-195291998.667920,923478341.504400,767474317.766325,-1181202556474208.750000,-551145267.532839},{359846155.501796,590655863.850903,276546402.742856,104727737.278228,-729780335321260928.000000}}, {{822847825.555686},{475112188.780495},{599995627.272621},{662318507.536083},{-91262225.084850}}, {{-0.000000},{0.000000},{-0.000000},{-0.000001},{0.000000}}, 3, -1e+09, 1e+09, 
